Temperature,Humidity,WindSpeed,LightIntensity,FlowerDensity,PollenAvailability,Region,TimeOfDay,PollinatorActivity
27.81,56.4,9.65,936.92,35.49,22.39,Urban,Morning,Medium
31.64,52.56,7.69,498.59,28.43,29.15,Forest,Evening,Medium
28.26,41.93,8.82,1200.0,80.2,18.15,Urban,Afternoon,Medium
31.66,56.08,5.01,920.48,75.15,36.14,Urban,Evening,Medium
27.6,66.07,11.08,427.5,61.84,36.13,Rural,Evening,Low
28.39,37.85,1.46,709.25,37.24,26.21,Rural,Evening,Medium
18.01,56.31,8.93,1200.0,76.7,27.31,Urban,Afternoon,Medium
32.58,58.5,10.81,327.23,18.24,15.01,Urban,Afternoon,Medium
29.73,44.23,7.01,858.48,92.84,11.48,Urban,Morning,High
32.99,46.18,9.85,603.18,36.31,21.23,Forest,Evening,Medium
13.52,58.46,3.04,912.07,44.76,24.13,Urban,Evening,Low
38.44,38.0,3.17,1080.18,41.41,35.63,Forest,Afternoon,High
27.3,60.25,9.18,584.13,28.54,34.22,Rural,Evening,Low
33.54,41.57,11.39,1035.67,88.5,26.85,Rural,Evening,Medium
22.8,70.94,0.0,1200.0,65.78,36.91,Urban,Evening,Medium
31.06,90.0,10.61,719.88,74.31,15.57,Rural,Afternoon,Medium
22.73,42.09,5.28,935.47,25.53,35.77,Urban,Evening,Medium
24.88,63.01,7.04,522.87,53.62,17.1,Forest,Evening,Low
37.57,44.1,1.3,705.78,60.42,37.4,Urban,Morning,High
27.05,70.61,3.74,647.0,55.42,24.87,Rural,Evening,Low
29.09,36.02,12.83,939.08,26.79,5.02,Urban,Afternoon,Medium
32.35,62.21,8.16,1061.4,71.51,32.3,Rural,Afternoon,High
30.48,41.91,6.09,667.1,52.43,33.1,Forest,Evening,Medium
28.75,51.9,7.42,1160.09,30.9,20.43,Rural,Morning,High
29.82,39.53,10.45,1159.01,12.89,21.29,Rural,Evening,Medium
40.0,67.34,10.2,954.06,62.13,23.4,Rural,Evening,Medium
27.71,42.45,7.62,545.19,99.01,5.75,Rural,Evening,Medium
29.01,63.28,13.46,516.45,29.69,1.35,Rural,Afternoon,Medium
33.25,49.84,12.85,456.29,53.41,38.02,Rural,Evening,Medium
33.53,53.28,10.07,984.75,72.21,16.76,Urban,Afternoon,High
33.94,57.22,8.27,336.47,24.61,43.55,Forest,Morning,Medium
31.19,43.57,11.29,903.05,40.4,38.7,Urban,Evening,Medium
22.28,58.16,9.57,375.67,32.8,40.67,Forest,Afternoon,Medium
36.17,77.96,13.3,947.06,69.69,18.5,Urban,Afternoon,High
22.27,43.33,12.5,705.17,76.51,8.92,Forest,Afternoon,Medium
29.51,72.58,2.91,1100.09,53.18,14.13,Forest,Evening,Medium
24.23,77.47,2.57,1042.44,33.17,20.54,Urban,Morning,Medium
27.68,42.76,4.49,1130.52,41.14,1.27,Urban,Afternoon,Medium
29.64,33.17,12.88,1138.25,37.39,20.25,Forest,Evening,Medium
29.61,59.53,0.12,743.09,30.45,22.98,Rural,Afternoon,Medium
30.11,46.79,9.97,352.36,47.96,12.06,Forest,Afternoon,Medium
36.07,83.03,9.81,384.24,61.5,14.6,Rural,Evening,Medium
30.27,55.52,13.81,100.0,59.81,22.79,Forest,Afternoon,Medium
26.78,42.97,8.9,374.9,49.84,28.56,Rural,Afternoon,Medium
32.82,37.79,1.28,720.65,51.14,16.09,Urban,Evening,Medium
33.95,71.35,3.2,532.1,48.37,27.92,Urban,Morning,High
21.86,46.43,2.09,645.96,24.06,26.37,Rural,Morning,Medium
30.99,55.66,5.31,847.81,53.2,25.47,Rural,Morning,High
31.51,69.34,7.09,608.78,38.33,18.48,Rural,Morning,Medium
26.51,47.74,2.17,363.45,23.05,11.67,Rural,Evening,Low
34.88,54.31,15.35,684.03,57.41,41.96,Urban,Evening,Medium
27.25,54.75,1.37,430.45,37.77,31.3,Forest,Morning,High
28.63,65.25,14.73,618.76,54.56,35.06,Urban,Evening,Medium
27.13,63.86,13.93,1102.83,66.95,24.16,Forest,Morning,High
28.08,51.7,12.49,618.85,31.0,23.36,Urban,Afternoon,Low
22.52,55.95,4.53,1200.0,51.84,29.91,Rural,Afternoon,Medium
20.8,49.42,9.71,1129.49,13.79,6.65,Urban,Afternoon,Medium
35.97,32.84,1.61,526.21,80.65,13.85,Urban,Morning,High
23.77,58.86,12.55,366.66,22.82,17.02,Rural,Afternoon,Low
23.04,83.38,7.63,684.23,39.7,20.45,Rural,Morning,Low
17.23,41.74,5.95,1046.0,76.77,16.2,Urban,Evening,Medium
24.81,43.4,1.88,552.94,45.31,28.33,Urban,Afternoon,Medium
21.38,41.94,0.0,972.43,26.05,25.81,Forest,Afternoon,High
36.21,65.87,2.81,1062.53,64.26,38.93,Forest,Afternoon,High
33.05,61.73,13.56,467.79,63.81,49.74,Urban,Evening,Medium
24.56,52.62,5.99,497.18,37.34,12.37,Forest,Morning,Medium
39.26,41.23,7.15,913.8,39.5,26.47,Rural,Afternoon,High
32.91,56.39,11.28,745.55,41.29,26.46,Urban,Afternoon,Medium
26.38,31.53,17.03,494.18,45.86,24.86,Urban,Morning,Medium
15.5,57.15,14.63,594.35,12.14,14.15,Forest,Afternoon,Low
39.45,68.07,3.14,678.84,46.37,15.83,Urban,Afternoon,High
21.05,36.23,0.0,230.54,85.68,27.4,Urban,Afternoon,Medium
19.77,32.01,19.8,929.69,32.08,15.55,Rural,Morning,Medium
33.11,78.69,19.34,556.39,38.33,26.59,Urban,Afternoon,Medium
40.0,45.82,8.94,100.0,26.33,22.54,Forest,Evening,Medium
34.92,72.04,1.65,692.84,62.24,26.42,Rural,Morning,High
30.82,52.69,12.82,477.53,74.06,15.47,Forest,Afternoon,High
30.97,52.57,7.46,1200.0,73.61,26.57,Urban,Evening,Medium
32.27,61.58,7.44,524.37,25.04,16.19,Forest,Evening,Medium
31.79,41.74,12.47,370.71,60.0,26.61,Forest,Evening,Medium
29.41,56.99,9.67,852.38,78.68,38.39,Rural,Evening,Medium
28.52,49.28,2.07,501.87,60.19,27.61,Urban,Evening,Medium
27.69,35.19,6.38,466.16,59.57,28.22,Rural,Afternoon,Medium
24.23,60.06,11.31,852.85,40.57,33.17,Urban,Evening,Low
26.6,51.05,10.55,387.86,54.4,10.96,Rural,Morning,Medium
19.54,52.64,9.31,262.82,74.73,42.19,Urban,Afternoon,Low
27.51,36.85,12.67,1200.0,56.56,14.44,Rural,Afternoon,Medium
23.06,78.87,6.19,873.85,25.03,33.8,Urban,Evening,Medium
22.48,68.15,8.89,620.74,40.88,32.47,Rural,Evening,Low
28.9,69.46,0.0,698.96,74.19,15.98,Forest,Afternoon,High
34.96,50.42,5.75,851.76,56.49,35.09,Rural,Morning,High
32.59,29.06,11.82,992.0,52.38,29.98,Forest,Afternoon,High
20.15,84.29,6.05,473.21,38.92,43.9,Rural,Afternoon,Medium
23.05,54.08,5.67,809.84,73.77,26.93,Forest,Evening,Medium
32.7,43.77,2.79,547.99,83.25,23.91,Urban,Morning,High
23.09,61.25,13.02,643.31,75.26,19.85,Forest,Evening,Low
26.88,72.51,10.74,748.21,78.85,7.57,Urban,Evening,Medium
30.75,54.65,12.13,698.0,42.83,21.82,Forest,Evening,Medium
23.16,74.18,0.0,920.67,40.0,22.24,Urban,Evening,Low
28.53,71.24,7.2,846.13,46.87,27.62,Forest,Morning,High
21.33,38.85,6.6,247.55,50.77,10.77,Rural,Evening,Low
24.99,44.89,6.6,292.65,78.62,22.61,Urban,Evening,Low
29.6,69.36,4.92,589.08,73.32,30.76,Urban,Morning,Medium
20.04,20.0,6.27,1200.0,60.77,31.76,Forest,Afternoon,High
30.2,52.76,12.25,444.52,21.38,6.4,Rural,Evening,Low
27.9,33.54,0.0,637.53,16.24,32.06,Urban,Afternoon,Medium
30.76,47.85,16.89,539.1,54.81,22.53,Urban,Evening,Medium
29.12,50.52,10.42,533.79,67.61,23.15,Rural,Evening,Medium
34.82,49.63,7.79,753.47,48.41,1.35,Rural,Morning,Medium
28.63,46.72,12.53,1120.23,88.3,39.94,Rural,Morning,High
25.85,38.54,0.74,836.79,28.35,26.77,Urban,Afternoon,Medium
28.61,89.38,4.68,458.94,25.83,9.69,Forest,Evening,Low
30.72,83.01,7.39,1200.0,36.71,28.75,Forest,Morning,High
28.24,37.57,14.83,723.57,35.95,28.44,Urban,Evening,Medium
28.2,78.73,7.77,526.83,60.53,37.23,Urban,Evening,Medium
24.49,49.01,10.25,1123.63,41.57,21.9,Urban,Afternoon,Medium
24.69,56.94,5.05,559.28,19.04,25.12,Urban,Evening,Low
20.99,54.05,10.43,1198.87,67.83,18.57,Rural,Morning,Medium
36.75,45.1,16.39,438.81,14.8,30.98,Urban,Afternoon,Medium
21.78,69.76,12.98,1129.01,28.58,17.17,Urban,Morning,Medium
24.54,56.89,7.59,760.31,17.55,16.07,Urban,Afternoon,Medium
24.41,47.85,11.38,1087.32,54.14,24.32,Rural,Afternoon,High
32.47,35.43,10.89,1200.0,53.72,12.74,Rural,Evening,Medium
26.53,41.6,10.53,360.22,88.33,41.02,Rural,Afternoon,Medium
34.24,30.38,13.56,1082.73,68.28,44.27,Urban,Afternoon,High
24.63,55.18,13.52,277.33,78.83,20.46,Rural,Evening,Low
29.39,37.05,7.36,385.84,55.77,11.13,Urban,Afternoon,Medium
23.82,51.02,11.21,458.98,30.46,28.37,Urban,Afternoon,Low
38.73,75.55,6.08,851.09,52.56,20.18,Forest,Morning,High
22.06,72.99,3.38,709.9,61.85,36.75,Rural,Morning,Medium
29.55,54.52,6.65,649.86,64.08,17.13,Forest,Evening,Medium
31.17,53.69,7.62,743.87,40.55,30.45,Forest,Afternoon,High
30.07,83.2,0.0,877.39,59.78,26.14,Rural,Evening,Medium
27.07,62.81,12.3,900.47,31.34,18.24,Rural,Evening,Low
27.35,50.08,0.0,1028.25,29.13,27.4,Forest,Evening,Medium
28.22,33.61,21.57,1200.0,27.68,33.79,Urban,Morning,High
27.26,60.91,15.51,693.59,50.49,25.87,Forest,Evening,Medium
32.82,67.44,6.69,543.67,26.44,25.97,Rural,Afternoon,Medium
39.05,45.53,8.05,884.06,41.51,16.27,Urban,Morning,High
25.21,59.37,9.51,356.72,68.06,36.44,Forest,Morning,High
21.15,49.55,5.05,496.39,29.42,35.45,Forest,Morning,Medium
27.56,52.24,8.96,999.81,39.91,20.89,Forest,Afternoon,Medium
40.0,20.0,7.28,662.76,51.43,23.76,Rural,Evening,Medium
23.98,51.67,7.53,337.54,54.94,39.14,Forest,Evening,Medium
36.2,69.54,8.91,253.06,40.01,13.66,Rural,Morning,Medium
36.39,45.53,1.43,714.62,65.74,31.04,Urban,Morning,High
25.23,55.79,8.2,1042.57,61.81,19.41,Urban,Evening,Medium
30.84,43.66,8.82,1038.56,72.8,42.78,Forest,Afternoon,High
36.14,60.41,8.64,733.26,48.37,25.63,Rural,Morning,High
26.1,51.75,6.92,1200.0,39.74,37.6,Forest,Morning,High
26.98,40.91,13.69,668.55,36.35,17.39,Urban,Afternoon,Medium
25.09,74.99,6.23,658.43,56.14,12.51,Rural,Morning,Medium
22.93,68.93,9.14,100.0,42.46,22.66,Urban,Afternoon,Medium
24.75,45.93,14.49,565.79,38.62,27.63,Urban,Evening,Low
21.88,62.47,7.6,955.6,41.03,19.89,Rural,Evening,Medium
28.17,63.06,9.07,1169.19,36.33,32.58,Rural,Morning,High
24.15,64.63,7.52,450.93,53.98,22.9,Rural,Evening,Low
29.17,29.59,14.19,838.68,21.75,4.19,Forest,Afternoon,Medium
20.22,70.1,6.71,1014.06,56.06,30.53,Forest,Morning,Medium
29.65,46.45,14.42,703.36,63.53,16.17,Rural,Afternoon,Medium
32.17,49.63,7.48,100.0,38.38,21.38,Rural,Evening,Low
18.03,90.0,3.7,774.19,88.44,40.53,Forest,Evening,Medium
29.87,59.53,11.4,928.43,50.35,42.73,Rural,Evening,Medium
34.14,49.21,6.48,415.77,18.77,19.25,Urban,Morning,Medium
21.95,21.92,11.1,623.75,44.38,30.78,Rural,Afternoon,Medium
36.36,75.85,0.0,353.35,51.25,19.48,Forest,Morning,High
30.1,34.82,8.03,100.0,58.98,22.13,Rural,Evening,Low
24.47,39.95,5.7,1008.1,44.85,18.94,Rural,Evening,Medium
27.72,50.03,2.68,698.88,29.77,7.76,Urban,Morning,Medium
30.79,76.25,5.23,1179.3,28.1,25.95,Rural,Afternoon,Medium
28.38,66.6,5.13,957.2,36.93,27.88,Forest,Evening,Medium
30.69,52.63,7.76,593.74,38.84,18.29,Forest,Afternoon,Medium
23.4,59.62,1.16,675.05,27.3,35.88,Urban,Evening,Low
28.85,45.99,9.58,869.85,35.34,20.64,Urban,Morning,High
20.93,57.09,14.83,990.07,63.19,18.63,Forest,Evening,Medium
27.44,56.1,9.4,796.8,82.97,30.27,Rural,Morning,High
23.48,69.53,12.04,1031.68,65.11,9.57,Forest,Morning,High
24.32,69.51,13.47,611.0,76.12,34.07,Urban,Morning,Medium
34.18,62.41,14.18,400.86,69.48,20.98,Forest,Evening,Medium
33.46,49.56,17.35,680.56,66.66,34.89,Urban,Afternoon,Medium
31.05,66.13,5.5,761.56,43.24,37.88,Forest,Afternoon,High
22.54,53.62,4.41,339.54,52.82,31.4,Rural,Evening,Low
26.42,38.77,11.92,298.98,41.59,16.88,Rural,Morning,Medium
34.07,48.95,11.54,834.22,45.62,12.49,Urban,Afternoon,Medium
28.71,56.27,11.88,578.09,51.36,10.66,Rural,Afternoon,Medium
39.6,68.65,17.45,650.25,64.27,36.03,Urban,Evening,Medium
29.97,52.25,8.06,592.09,58.47,23.65,Rural,Morning,High
28.96,36.86,10.13,1156.18,46.76,19.01,Forest,Afternoon,High
26.45,55.85,3.1,1078.53,51.11,23.68,Rural,Evening,Medium
28.67,56.7,18.68,328.79,58.67,35.81,Forest,Evening,Low
27.24,57.79,6.32,540.16,63.35,32.79,Urban,Morning,Medium
31.54,68.8,6.46,955.0,19.62,29.39,Rural,Evening,Medium
32.78,70.28,6.27,880.58,28.45,31.38,Rural,Morning,High
24.07,46.09,4.78,687.56,72.15,26.8,Forest,Afternoon,High
21.34,45.76,4.35,358.72,48.78,28.02,Urban,Evening,Low
18.82,39.4,5.38,495.24,41.52,27.21,Rural,Afternoon,Medium
30.54,65.48,1.17,544.97,44.73,25.0,Urban,Morning,Medium
22.48,76.73,4.07,783.1,44.73,32.53,Urban,Morning,Medium
17.24,50.27,17.74,1200.0,61.16,28.61,Rural,Morning,Medium
29.94,51.38,11.68,493.94,27.84,16.19,Forest,Evening,Medium
40.0,77.0,12.63,392.19,50.5,30.29,Urban,Evening,Medium
27.97,62.58,13.89,667.42,54.92,27.47,Urban,Evening,Low
32.19,61.54,17.17,1009.52,57.93,31.11,Rural,Afternoon,High
28.41,37.14,0.0,265.94,54.46,23.96,Urban,Afternoon,Medium
27.51,65.18,1.85,1136.09,60.32,33.12,Rural,Evening,Medium
32.6,41.06,3.98,648.39,38.55,24.39,Urban,Afternoon,Medium
26.55,37.99,5.65,479.7,31.16,32.24,Forest,Morning,Medium
29.34,49.8,6.5,219.94,99.14,20.44,Forest,Evening,Medium
29.61,46.21,5.77,911.96,43.97,21.13,Forest,Morning,High
24.66,51.68,9.1,648.65,46.31,31.02,Forest,Morning,Medium
32.96,33.39,8.18,751.21,63.56,21.68,Rural,Morning,High
27.13,69.38,4.39,429.76,81.92,47.06,Rural,Afternoon,High
24.22,71.92,0.0,604.27,39.11,30.66,Rural,Morning,Medium
30.68,25.79,3.04,554.03,30.02,25.25,Rural,Afternoon,Medium
23.51,69.68,5.25,669.82,25.16,33.2,Rural,Morning,Medium
28.14,42.84,6.76,499.13,81.86,20.19,Forest,Evening,Medium
27.95,67.85,2.35,239.75,29.24,34.23,Urban,Morning,Medium
33.43,53.97,5.55,1200.0,49.45,33.95,Urban,Morning,High
30.37,55.43,2.35,290.98,30.45,37.54,Forest,Evening,Medium
27.87,52.22,7.37,754.44,21.03,20.59,Forest,Afternoon,Medium
32.09,73.18,2.63,168.39,44.15,12.77,Rural,Evening,Low
34.95,36.41,3.76,100.89,31.24,18.9,Rural,Morning,Medium
30.79,64.12,1.46,729.35,36.17,22.18,Urban,Morning,Medium
28.05,71.52,7.23,752.31,90.12,41.67,Urban,Afternoon,High
21.44,65.75,3.67,1078.45,58.5,46.95,Rural,Morning,High
22.67,89.87,12.53,819.86,68.63,28.45,Rural,Morning,Medium
26.47,47.07,10.03,655.06,66.49,25.09,Forest,Afternoon,Medium
24.95,69.36,7.65,415.12,47.98,21.5,Rural,Afternoon,Medium
27.07,53.41,4.01,1149.7,41.21,33.25,Forest,Afternoon,High
28.28,73.5,9.9,978.66,54.98,46.89,Rural,Afternoon,Medium
30.65,54.88,11.45,326.1,53.37,42.86,Urban,Morning,Medium
27.65,49.18,8.71,711.39,38.62,36.38,Forest,Afternoon,High
30.43,74.59,16.02,743.22,52.6,36.23,Urban,Afternoon,Medium
28.32,47.63,10.3,596.3,35.87,33.32,Forest,Morning,Medium
18.12,33.81,12.57,931.56,46.57,24.53,Forest,Afternoon,Medium
23.3,47.25,8.67,949.52,43.29,17.63,Urban,Morning,Medium
27.28,64.29,11.38,642.85,24.62,24.79,Urban,Afternoon,Medium
21.95,75.88,4.02,615.74,10.0,29.22,Rural,Afternoon,Medium
31.0,56.67,5.71,1149.69,31.22,10.46,Forest,Evening,Medium
35.65,74.77,9.75,979.85,86.08,23.47,Rural,Morning,High
34.09,34.63,9.71,721.71,43.81,16.74,Forest,Afternoon,Medium
26.93,48.35,10.54,211.24,65.52,35.14,Rural,Evening,Low
35.45,50.67,13.5,803.2,10.0,19.5,Urban,Evening,Medium
28.74,53.28,0.88,909.43,29.83,28.28,Urban,Morning,High
26.31,56.26,3.13,100.0,22.91,18.0,Rural,Evening,Low
24.93,65.36,9.15,775.56,45.95,40.98,Urban,Morning,Medium
26.49,48.33,4.38,574.99,98.44,7.99,Rural,Evening,Medium
26.06,57.09,24.89,633.74,59.2,29.76,Forest,Morning,Medium
28.85,54.32,10.58,427.79,83.91,12.23,Forest,Afternoon,Medium
28.8,41.11,7.61,655.54,44.91,19.91,Urban,Morning,High
28.02,53.29,5.42,1117.6,77.3,27.06,Urban,Evening,Medium
30.18,52.85,5.6,566.08,91.47,27.55,Urban,Morning,High
33.95,52.52,8.15,989.67,47.81,27.29,Forest,Afternoon,High
32.75,55.48,8.56,458.1,39.21,26.52,Rural,Afternoon,Medium
20.58,56.14,5.72,927.63,23.64,18.58,Urban,Evening,Low
15.23,48.52,6.63,700.5,43.82,23.36,Rural,Evening,Low
32.67,74.09,14.72,805.61,51.64,25.32,Urban,Evening,Medium
21.17,37.46,14.92,702.15,90.62,26.95,Urban,Afternoon,Medium
26.88,44.19,9.26,892.49,24.1,24.34,Urban,Afternoon,Medium
22.15,90.0,1.29,100.0,51.19,32.3,Rural,Evening,Low
18.99,39.43,10.69,274.05,13.71,25.93,Rural,Afternoon,Low
30.71,34.69,15.77,825.12,41.46,27.01,Rural,Afternoon,Medium
31.8,66.02,14.85,100.0,56.23,21.17,Forest,Evening,Low
25.12,23.84,11.67,540.83,60.25,14.48,Forest,Afternoon,Medium
15.04,51.47,15.11,683.7,61.78,26.54,Forest,Evening,Low
25.27,87.19,8.27,451.56,57.95,37.07,Rural,Afternoon,Medium
29.96,31.83,11.14,492.53,61.61,29.44,Forest,Morning,High
20.61,25.27,4.6,781.47,50.91,16.83,Urban,Morning,Medium
28.92,32.51,9.46,1002.79,29.04,33.15,Rural,Afternoon,Medium
27.92,68.48,14.65,412.47,12.97,21.65,Urban,Afternoon,Low
30.9,71.87,5.05,527.48,39.07,32.15,Urban,Morning,Medium
28.6,47.31,3.69,480.62,47.31,21.31,Rural,Evening,Medium
23.13,65.25,8.49,100.0,75.08,28.53,Urban,Evening,Low
33.98,75.85,6.87,742.51,47.99,19.82,Rural,Morning,Medium
27.21,81.81,11.25,980.42,46.07,20.07,Forest,Evening,Medium
27.86,51.3,5.73,1004.99,57.71,9.34,Rural,Evening,Medium
23.33,20.48,16.59,438.77,44.6,30.12,Rural,Morning,Medium
25.78,42.69,1.55,324.49,66.21,28.7,Urban,Morning,Medium
23.58,48.6,14.27,706.48,89.59,29.26,Urban,Afternoon,Medium
27.14,51.12,4.18,948.78,93.82,27.75,Urban,Morning,High
36.56,52.18,0.0,746.46,51.94,17.38,Urban,Morning,High
21.14,71.78,9.19,786.79,56.74,34.66,Urban,Evening,Low
19.93,74.12,6.73,1042.55,81.58,34.93,Urban,Evening,Medium
35.36,52.42,2.45,478.26,47.0,17.12,Urban,Afternoon,Medium
26.95,71.48,0.0,634.01,63.58,30.32,Urban,Evening,Medium
24.65,60.36,7.96,1190.38,27.3,33.75,Urban,Evening,Medium
33.2,55.97,12.88,640.96,43.78,20.3,Rural,Evening,Medium
24.97,68.6,10.92,319.8,73.12,22.04,Urban,Morning,Low
37.13,56.08,8.28,499.19,35.64,30.34,Urban,Evening,Medium
31.39,85.87,10.39,418.55,47.44,9.9,Rural,Morning,Medium
25.56,33.42,7.86,807.15,18.52,14.11,Forest,Evening,Medium
38.79,47.27,0.85,431.22,90.12,15.1,Forest,Morning,High
24.97,53.1,0.9,781.31,75.26,7.04,Rural,Evening,Medium
31.71,61.59,6.98,479.18,53.76,35.85,Forest,Afternoon,Medium
29.5,74.02,7.2,100.0,60.15,5.12,Urban,Afternoon,Low
34.51,54.63,12.25,791.99,57.92,28.43,Urban,Afternoon,Medium
35.81,33.67,11.79,744.54,77.69,33.12,Urban,Evening,Medium
28.16,67.64,11.03,855.33,39.62,22.06,Forest,Afternoon,Medium
24.23,66.32,6.6,498.1,64.65,18.32,Rural,Morning,Medium
30.3,25.87,1.1,466.14,71.55,27.33,Urban,Afternoon,Medium
24.61,54.94,10.06,820.44,74.31,25.02,Rural,Afternoon,Medium
38.07,31.15,10.63,1155.71,10.0,35.04,Rural,Afternoon,High
28.68,45.03,0.0,703.35,38.01,0.0,Urban,Afternoon,Medium
26.17,41.46,3.83,827.38,29.62,15.81,Rural,Morning,Medium
28.92,67.14,4.54,603.52,52.99,30.62,Rural,Afternoon,Medium
21.26,56.75,8.59,236.91,10.0,25.5,Urban,Evening,Low
23.14,35.72,3.98,990.23,10.0,32.52,Rural,Afternoon,Medium
34.0,68.2,7.81,972.52,93.4,27.62,Forest,Evening,High
24.72,33.49,6.95,913.23,62.35,23.65,Urban,Evening,Medium
22.77,59.95,7.2,645.42,52.42,21.98,Urban,Afternoon,Low
30.68,42.79,4.42,879.12,57.27,48.25,Urban,Afternoon,High
33.93,49.51,4.81,968.13,52.93,40.35,Urban,Evening,Medium
31.59,62.56,2.6,1186.05,69.95,29.96,Urban,Morning,High
32.98,62.82,9.9,996.56,37.35,25.78,Urban,Morning,High
24.22,75.05,10.86,719.15,53.73,30.38,Urban,Afternoon,Medium
20.89,53.77,4.15,307.52,54.55,33.27,Forest,Morning,Medium
35.51,59.6,15.6,746.7,29.06,29.19,Rural,Morning,Medium
26.39,48.43,6.43,776.97,75.54,17.49,Forest,Afternoon,High
26.75,57.73,15.65,912.71,41.09,42.85,Rural,Evening,Medium
34.64,61.59,4.79,1106.17,70.35,27.46,Urban,Evening,Medium
30.78,53.53,0.0,671.45,52.3,45.14,Forest,Morning,High
30.28,27.94,10.01,1200.0,82.67,26.87,Urban,Evening,Medium
38.83,59.97,9.24,172.21,29.17,22.54,Rural,Afternoon,Medium
24.78,60.47,8.17,825.8,28.3,38.84,Forest,Morning,Medium
32.64,44.8,4.79,460.44,31.89,28.01,Forest,Evening,Medium
28.29,35.73,7.83,127.83,52.67,26.33,Rural,Morning,Medium
29.34,77.14,5.44,639.47,80.83,13.0,Rural,Evening,Medium
35.64,62.37,6.49,262.85,81.86,31.6,Forest,Morning,High
30.54,51.56,12.21,651.57,10.0,20.07,Forest,Evening,Medium
30.69,37.94,8.92,710.43,54.99,20.52,Forest,Evening,Medium
33.36,42.67,11.05,1035.56,10.0,20.09,Rural,Afternoon,High
26.18,74.54,6.84,247.72,65.9,29.39,Urban,Afternoon,Low
23.8,57.06,6.29,972.53,72.36,9.65,Forest,Afternoon,High
22.78,46.74,2.23,729.42,49.2,22.89,Rural,Morning,Medium
18.17,62.65,6.15,1008.65,51.68,34.8,Forest,Morning,High
38.28,42.78,0.0,570.47,51.47,12.54,Rural,Morning,High
22.48,77.51,5.05,300.33,34.31,26.73,Forest,Evening,Low
26.89,75.29,7.59,334.75,58.63,18.69,Rural,Evening,Low
26.62,48.0,10.82,312.46,45.37,20.96,Rural,Evening,Low
29.54,45.57,6.66,843.34,68.61,41.55,Forest,Morning,High
32.08,20.0,9.74,1143.08,47.73,8.5,Rural,Afternoon,High
32.3,32.78,0.0,530.51,32.78,32.66,Rural,Morning,High
25.08,34.91,7.72,888.74,19.28,20.22,Rural,Morning,High
27.16,57.03,0.0,242.97,12.72,19.72,Rural,Afternoon,Medium
29.41,50.11,1.96,754.1,76.25,13.88,Rural,Afternoon,High
26.76,34.82,7.06,900.57,40.84,32.54,Rural,Morning,High
36.04,50.78,14.38,265.56,56.77,23.09,Rural,Evening,Medium
30.45,62.58,9.86,638.83,85.66,21.82,Rural,Evening,Medium
31.67,62.92,8.09,914.78,38.74,26.1,Forest,Afternoon,High
31.31,26.5,7.9,100.0,37.45,23.3,Rural,Morning,Medium
33.87,53.08,4.43,1100.64,47.36,4.99,Urban,Evening,Medium
28.91,34.25,5.28,806.1,50.59,20.09,Forest,Evening,Medium
21.52,68.53,10.14,915.02,87.75,33.95,Forest,Afternoon,Medium
30.0,66.76,1.07,576.18,81.32,9.93,Urban,Morning,Medium
24.74,41.53,10.97,183.18,62.42,14.1,Rural,Afternoon,Medium
25.36,43.51,6.06,860.22,78.99,20.73,Urban,Morning,Medium
30.93,48.08,12.13,675.22,46.44,17.74,Urban,Morning,Medium
34.19,21.21,12.81,709.63,55.98,24.72,Urban,Morning,High
28.11,60.04,0.0,1026.28,43.97,14.07,Forest,Morning,High
29.54,50.91,5.09,928.62,24.19,21.12,Rural,Morning,High
36.51,69.55,3.72,1200.0,74.08,24.52,Forest,Morning,High
29.2,38.52,0.0,746.16,60.63,31.49,Rural,Evening,High
40.0,45.71,2.84,492.64,50.36,37.45,Urban,Evening,Medium
30.83,32.4,20.21,643.47,49.95,22.38,Forest,Evening,Medium
19.2,39.94,11.05,824.7,19.88,43.88,Rural,Evening,Low
31.77,37.27,17.59,1004.76,30.45,23.16,Rural,Morning,High
29.91,69.94,12.15,259.89,56.72,33.29,Urban,Evening,Low
34.45,44.53,4.29,702.56,39.42,44.32,Forest,Morning,High
31.37,56.86,6.09,1182.86,45.65,26.39,Forest,Afternoon,High
27.31,49.29,10.94,627.94,47.91,11.26,Forest,Afternoon,Medium
21.88,35.96,10.19,979.3,36.35,25.91,Forest,Evening,Medium
26.95,52.48,5.11,847.94,30.64,18.88,Forest,Morning,High
23.75,63.99,0.45,986.76,17.75,22.26,Forest,Evening,Medium
25.1,36.88,24.44,457.07,47.07,44.85,Forest,Morning,Medium
30.94,67.14,7.29,458.38,62.37,12.77,Urban,Evening,Low
36.35,42.25,6.37,706.08,17.13,28.0,Rural,Afternoon,Medium
29.97,47.76,8.57,240.33,49.52,16.22,Urban,Afternoon,Medium
22.02,62.96,6.79,619.08,55.62,21.92,Rural,Evening,Low
30.22,45.05,8.61,775.86,30.21,32.45,Rural,Evening,Low
33.98,55.56,14.43,1200.0,78.44,28.18,Rural,Morning,High
24.95,50.28,7.38,820.82,42.29,22.75,Forest,Afternoon,Medium
27.33,56.94,2.19,887.57,47.97,18.5,Forest,Evening,Medium
28.07,20.0,7.19,1049.34,46.77,28.16,Rural,Morning,High
24.08,27.55,5.68,410.6,14.58,42.08,Rural,Afternoon,Medium
31.24,64.24,15.12,650.48,70.18,15.99,Forest,Morning,Medium
